,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
0,Noobasina,33.50,"3,240",107,"2,923",331,"548,680","776,274",461,"26,568",1.04,"76,692","15,487","12,472","10,903",52.6%,"6,420H 27M 14S","23,699","184,068,981","79,670","5,963","24,498","1,209",151,156,"83,326","29,645","78,122","1,954","1,290",727,9,"1,436H 17M 50S","3,707","3,241","6,948","17,665","19,199",53.4%,1.09,2.76,0.22,"3,477H 8M 41S","5,338","5,030","10,369","43,530","43,185",51.5%,0.99,4.16,0.21
1,Juice.Fresh,45.80,923,96,"4,572",76,"489,455","926,299",24,"23,872",1.26,"67,924","26,957","12,453","8,505",58.8%,"5,442H 8M 53S","21,194","186,101,718","85,779","3,575","16,837","1,788",189,310,"65,215","5,981","53,604",504,437,382,6,"2,086H 50M 24S","6,052","3,602","9,654","23,571","33,711",62.7%,1.43,3.49,0.27,"2,862H 34M 13S","4,693","3,815","8,512","35,844","40,300",55.1%,1.12,4.73,0.23
2,DeleteShift,33.54,"1,383",86,"3,690",167,"364,779","840,385",332,"21,415",1.90,"26,949","17,142","12,434","1,973",86.3%,"2,988H 55M 56S","14,407","138,786,192","51,106","4,563","16,596","1,609",168,265,"49,511","4,963","44,846","1,605","1,381",767,21,"2,814H 39S","11,921","1,857","13,778","25,381","48,052",86.5%,1.89,3.49,0.28,60H 24M 37S,137,39,176,551,907,77.8%,1.65,5.15,0.25
3,Kamelot.,43.10,518,119,"4,850",169,"517,635","349,146",123,"24,591",1.48,"58,054","32,686","12,426","8,436",57.2%,"5,665H 41M 9S","21,712","173,017,070","85,697","3,547","14,739","1,558",76,96,"68,105","11,891","66,171",399,772,319,2,"3,610H 59M 41S","8,721","5,753","14,474","39,790","57,551",60.3%,1.45,3.98,0.27,312H 17M 5S,498,417,915,"3,528","4,649",54.4%,1.32,5.08,0.25
4,Mapama_,36.00,"2,184",112,"4,300",259,"494,870","609,235",67,"27,639",1.54,"48,348","22,380","12,410","4,527",73%,"4,319H 23M 43S","16,991","183,208,838","74,392","4,787","20,218","1,747",118,223,"61,365","21,678","61,066","1,148","1,291",640,13,"1,584H 6M 16S","5,771","1,877","7,648","17,901","30,055",75.5%,1.68,3.93,0.32,"1,456H 14M 31S","2,556","1,711","4,271","16,426","18,138",59.8%,1.10,4.25,0.21
5,zMxnezes,41.60,567,35,"1,841",92,"253,379","411,872",27,"13,164",1.80,"34,536","10,919","12,418","2,104",84.7%,"3,257H 53M 59S","14,660","71,224,045","62,018","1,577","7,373",687,74,133,"19,183","2,929","25,785",326,333,164,0,"1,424H 16M 24S","5,036","1,482","6,518","16,628","27,891",77.3%,1.68,4.28,0.33,227H 22M 57S,591,162,753,"1,282","2,601",78.5%,2.03,3.45,0.19
6,Ziusudra-IQ,24.90,254,94,"3,963",194,"503,331","979,958",56,"27,780",1.23,"57,142","17,404","12,398","10,952",52.5%,"5,161H 12M 26S","23,631","144,664,474","70,531","3,324","15,174","1,953",269,217,"65,643","20,029","37,280","1,176","1,713","1,152",27,"3,997H 29M 3S","9,961","8,751","18,712","45,528","55,495",53.2%,1.22,2.97,0.23,278H 57M 29S,446,384,831,"3,259","4,096",53.7%,1.26,4.93,0.24
7,FUZZYwoo452,33.50,655,51,"3,092",150,"325,546","600,079",27,"17,877",1.25,"45,768","13,819","12,403","6,566",64.5%,"4,434H 16M 19S","19,236","117,465,073","57,016","4,095","15,358","1,399",98,185,"48,535","4,730","29,450",413,817,332,8,"3,001H 59M 54S","8,768","4,509","13,277","30,698","39,229",66%,1.28,2.95,0.22,319H 39M 25S,543,407,951,"3,343","3,278",57.1%,0.98,3.45,0.17
8,ALhagawi-,48.30,"1,567",133,"7,646",334,"745,290","1,296,494",106,"35,904",1.12,"100,997","37,440","12,385","10,536",52.8%,"7,453H 11M 56S","23,473","256,432,877","112,827","6,244","31,943","3,109",158,271,"59,373","10,054","110,863","2,771","2,102","1,241",19,184H 43M 49S,437,304,741,"2,302","2,465",59%,1.07,3.33,0.22,"7,264H 6M 44S","11,815","10,161","21,988","97,819","109,168",53.7%,1.12,4.96,0.25
9,silverhunt27,39.10,278,71,"2,715",82,"387,306",350,0,"17,014",1.13,"67,409","15,082","12,385","9,405",51.6%,"5,501H 49M 7S","24,019","127,260,912","76,228","2,473","15,006",925,6,9,"47,284","9,730","62,239",143,160,82,0,"2,167H 40M 41S","5,778","4,513","10,291","29,990","32,186",56.1%,1.07,3.13,0.25,921H 16M 29S,"1,396","1,321","2,718","12,454","12,755",51.4%,1.02,4.69,0.23
