,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
0,Uncle-Zet,28.00,462,59,"2,079",190,"332,334",266,0,"18,574",1.09,"54,538","11,373","12,035","12,175",49.4%,"5,207H 34M 49S","24,362","126,587,025","59,635","3,764","13,138","1,102",57,74,"62,510","32,006","32,164",183,"1,703",144,0,"3,147H 51M 22S","7,639","7,586","15,225","31,713","32,364",50.2%,1.02,2.13,0.17,653H 25M 29S,"1,028","1,058","2,088","6,412","6,597",49.2%,1.03,3.16,0.17
1,Camilluh,56.00,647,47,"3,071",136,"312,860","316,301",14,"14,568",2.04,"33,912","19,173","12,010","2,515",78.9%,"3,443H 11M 3S","15,217","101,297,681","69,077","2,571","9,991","1,054",72,169,"30,502","5,490","32,512",601,"1,012",359,4,"1,455H 42M 47S","5,020","1,799","6,819","16,822","31,281",73.6%,1.86,4.59,0.36,495H 32M 51S,"1,261",347,"1,611","4,747","7,797",78.3%,1.64,4.84,0.26
2,LuCaJaMu,45.90,"1,105",98,"4,541",203,"439,481","1,559,317",19,"21,253",1.56,"51,032","21,189","12,005","4,311",72.8%,"4,437H 54M 37S","16,483","140,523,554","79,857","4,215","17,589","1,960",93,248,"24,298","5,595","52,927","2,345","1,846","1,127",20,"1,578H 51M 33S","4,983","2,031","7,014","19,306","28,071",71%,1.45,4.00,0.30,"1,599H 5M 40S","2,952","1,681","4,633","17,420","22,188",63.7%,1.27,4.79,0.23
3,Mjskaa,57.70,484,68,"2,545",123,"307,752","1,432",25,"14,784",1.23,"76,111","14,810","12,004","7,578",60.1%,"6,335H 52M 38S","19,966","108,650,042","93,750","2,433","11,490",889,5,10,"43,792","1,378","42,994",203,310,52,0,62H 26M 1S,176,108,284,897,"1,087",62%,1.21,3.83,0.29,"4,622H 37M 15S","7,313","6,568","13,904","57,915","62,275",52.6%,1.08,4.48,0.22
4,Evil-Genius4u,40.10,669,52,"2,558",155,"305,303","922,412",124,"16,079",1.36,"41,312","14,175","11,998","3,955",74.7%,"4,103H 43M 23S","16,057","117,038,889","56,344","2,969","12,979","1,583",157,296,"37,946","5,357","41,176","1,028",971,619,18,"1,516H 17M 10S","5,203","1,990","7,193","16,842","25,027",72.3%,1.49,3.48,0.28,"1,313H 11M 15S","2,268","1,456","3,724","14,815","14,052",60.9%,0.95,3.77,0.18
5,ohslo,53.30,302,61,"4,735",132,"454,990","1,196,206",177,"21,925",1.71,"42,828","24,734","11,996","2,325",80%,"3,714H 21M 4S","14,992","137,648,910","73,260","3,521","17,435","1,321",42,45,"20,929","3,566","39,011","1,638",593,806,9,"1,479H 46M 34S","5,902",997,"6,899","18,978","34,323",85.5%,1.81,4.98,0.39,"1,051H 24M","2,083",999,"3,082","12,984","17,152",67.6%,1.32,5.57,0.27
6,SueaIo,50.70,"1,268",67,"3,733",264,"366,831","759,932",139,"18,236",1.49,"43,204","19,075","11,998","3,392",75.7%,"3,748H 47M 41S","15,845","120,066,082","64,355","3,692","15,444","1,721",201,308,"43,654","12,113","42,240","1,521","1,246",896,10,"2,450H 47M 19S","8,127","2,484","10,611","29,170","41,746",76.6%,1.43,3.93,0.28,217H 43M 41S,440,214,655,"2,436","2,981",67.2%,1.22,4.55,0.23
7,Ceya Later,44.00,435,64,"3,238",160,"405,100","186,055",18,"18,022",1.76,"38,048","21,641","11,980","3,448",77.1%,"3,610H 43M 8S","15,540","116,171,013","67,098","2,457","11,685","1,011",61,123,"30,867","4,611","30,907",406,905,233,1,"1,968H 46M 29S","6,340","2,506","8,846","23,901","36,074",71.7%,1.51,4.08,0.31,358H 18M 42S,702,419,"1,122","4,170","4,771",62.6%,1.14,4.25,0.22
8,BlitzyBTW,40.60,611,78,"4,457",140,"377,814","849,320",125,"18,427",2.27,"31,368","19,261","12,008","4,711",70.3%,"3,823H 23M 52S","17,077","112,030,301","71,067","3,671","12,035","1,123",190,270,"33,675","13,287","49,311","1,846","2,252","1,112",19,"2,553H 50M 21S","8,038","3,457","11,495","21,882","46,457",69.9%,2.12,4.04,0.30,74H 2M 2S,187,36,223,547,"1,639",83.9%,3.00,7.35,0.37
9,xXMikeyBoy15Xx,30.30,"1,473",102,"3,073",418,"441,582","247,651",69,"26,200",1.94,"49,475","20,055","11,965","7,958",59.6%,"3,975H 55M 45S","20,063","129,258,597","95,768","2,852","14,033","2,437",94,199,"11,016","7,023","30,763","3,293","2,771",882,19,"2,545H 44M 30S","7,055","5,593","12,648","32,017","59,995",55.8%,1.87,4.74,0.39,13H 23M 56S,28,17,45,135,305,62.2%,2.26,6.78,0.38
