,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
0,"19,037","7,700,776",15h,535,"9,856","3,712","11,890","6,397","3,059",71,924,646,"2,086",103,28,0,1.93,"['Widowmaker', 'Cassidy', 'Ashe']",WoLF
1,"21,458","10,266,020",23h,518,"8,334","3,661","11,207","7,708","1,669",134,299,767,486,688,125,0,2.57,"['Doomfist', 'Echo', 'Cassidy']",Shinobi
2,"13,321","5,319,029",18h,514,"6,511","9,388","4,776","4,666",529,77,"2,714","4,784",13,110,25,0,2.05,"['Illari', 'Ana', 'Baptiste']",Capshion
3,"21,290","9,406,021",24h,511,"8,979",766,"11,602","6,346","1,610",291,402,153,69,688,4,0,2.37,"['Genji', 'Sombra', 'Ashe']",Gonzo
4,"19,853","10,477,778",31h,505,"7,401","5,493","9,167","7,354",945,179,"2,261","1,692",7,500,141,0,2.68,"['Sigma', 'Bastion', 'Doomfist']",Haoh
5,"18,570","10,216,464",33h,498,"6,872","4,729","7,407","6,289",915,125,"1,737",78,1,860,141,0,2.70,"['Sigma', 'Winston', 'Reinhardt']",Vondi
6,"15,795","6,113,787",15h,497,"6,442","8,302","7,626","6,052","1,575",118,"1,139","7,580",30,81,38,0,2.45,"['Soldier: 76', 'Lifeweaver', 'Moira']",Daemeon
7,"19,524","9,500,628",28h,492,"6,289","5,370","9,131","7,268","1,000",154,"2,333","1,915",139,616,53,0,3.10,"['Sigma', 'Orisa', 'Junker Queen']",MǾŊȌĸǙMĦ
8,"16,597","7,528,926",29h,485,"7,357","6,978","7,633","6,739","1,002",192,"2,605","4,202",112,345,37,0,2.26,"['Zarya', 'D.Va', 'Zenyatta']",uzixko
9,"15,263","7,178,215",20h,483,"7,471","7,686","6,277","4,707",706,96,"4,270","5,230",71,550,92,0,2.04,"['Lúcio', 'Reinhardt', 'Ana']",Dark
10,"16,012","6,309,770",16h,478,"5,671","7,306","7,165","6,681","1,186",81,"2,514","5,618",21,65,4,0,2.82,"['Sojourn', 'Kiriko', 'Ana']",Barbazul
11,"17,222","6,805,424",10h 48m,477,"5,934","2,638","8,993","4,968","2,506",103,"1,752",599,343,471,22,0,2.90,"['Tracer', 'Sombra', 'Widowmaker']",laxant3
12,"19,217","9,201,213",28h,467,"6,603","6,813","8,527","5,752",927,124,"1,063","1,256",30,802,44,0,2.91,"['D.Va', 'Echo', 'Sigma']",SUSHI
13,"10,631","3,731,556",19h,466,"5,253","14,133","2,697","3,993",231,54,"6,289","12,969",5,238,87,0,2.02,"['Lúcio', 'Kiriko', 'Ana']",Aspen
14,"17,688","8,448,893",31h,466,"7,619","6,425","8,316","7,534","1,447",97,"1,008","2,945",681,207,231,0,2.32,"['Wrecking Ball', 'Hanzo', 'Brigitte']",USELESS
15,"18,768","8,755,679",17h,464,"7,419","1,380","10,041","5,958","1,268",89,111,73,340,416,7,0,2.53,"['Sojourn', 'Tracer', 'Cassidy']",Papi
16,"11,863","4,552,063",23h,463,"6,181","14,855","4,363","5,447",582,38,"8,095","13,444",0,169,69,0,1.92,"['Zenyatta', 'Lúcio', 'Junkrat']",ƁEAR
17,"16,101","7,300,979",19h,463,"5,956","8,526","6,928","5,706",762,152,"2,209","6,963",10,194,17,0,2.70,"['Kiriko', 'Moira', 'Ana']",Cloud
18,"13,058","4,684,312",14h,460,"6,474","9,818","5,791","4,483","1,129",75,"3,919","7,471",234,260,29,0,2.02,"['Ana', 'Kiriko', 'Mercy']",LemonBat
19,"14,403","6,008,079",17h,460,"5,278","7,723","6,401","5,431",989,103,"3,200","6,359",151,79,11,0,2.73,"['Kiriko', 'Ana', 'Tracer']",CriM
20,"9,663","2,662,159",20h,456,"6,340","15,163","2,984","4,002",512,95,"6,093","13,966",6,254,32,0,1.52,"['Mercy', 'Moira', 'Ana']",raven
21,"13,422","5,369,151",22h,447,"6,775","9,909","5,610","6,123",790,93,"3,741","8,230",42,183,35,0,1.98,"['Ana', 'Kiriko', 'Baptiste']",Dilokop
