,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
0,"11,095","4,261,551",13h,338,"5,508","7,044","5,231","4,189","1,082",80,"2,512","6,159",208,120,30,0,2.01,"['Kiriko', 'Zenyatta', 'Widowmaker']",Mesjasz
1,"10,396","4,510,117",10h 46m,338,"4,325","5,403","4,528","2,927",591,71,"2,118","3,996",65,308,22,0,2.40,"['Ana', 'Genji', 'Baptiste']",memory
2,"13,347","5,573,785",11h 46m,337,"5,655",855,"7,241","5,135","1,142",59,166,415,175,139,0,0,2.36,"['Cassidy', 'Sojourn', 'Tracer']",Latenci
3,"6,943","2,325,439",10h 38m,336,"4,215","9,822","3,492","2,468",737,60,"4,821","8,178",178,140,5,0,1.65,"['Mercy', 'Kiriko', 'Genji']",leah
4,"12,698","5,457,329",15h,334,"4,973","2,686","6,287","4,733",791,174,"1,384","1,489",10,46,54,0,2.55,"['Ramattra', 'Soldier: 76', 'Reaper']",YareYare
5,"6,176","1,732,436",8h 22m,333,"2,700","9,875","2,006","2,249",333,17,"3,586","9,052",0,11,5,0,2.29,"['Ana', 'Kiriko', 'Mercy']",Absolut0f
6,"14,312","6,920,669",16h,333,"5,393","2,933","7,297","5,719",861,123,492,"1,348",85,326,37,0,2.65,"['Doomfist', 'Soldier: 76', 'Cassidy']",NiaNebulis
7,"12,191","5,022,564",11h 10m,332,"5,728","4,663","6,294","4,080","1,291",76,"1,484","2,845",888,180,16,0,2.13,"['Widowmaker', 'Ana', 'Genji']",GrakE24
8,"11,123","5,459,042",24h,332,"4,858","3,270","4,566","5,242",883,104,204,512,22,380,154,0,2.29,"['Wrecking Ball', 'Torbjörn', 'Zenyatta']",bame
9,"8,800","3,428,219",15h,331,"4,916","7,634","3,374","3,790",354,75,"3,284","6,376",2,183,10,0,1.79,"['Ana', 'Kiriko', 'Brigitte']",なかのこうだい
10,"12,854","5,661,039",14h,331,"4,493","2,662","6,418","4,950","1,131",124,712,"1,291",7,186,20,0,2.86,"['Reaper', 'Ashe', 'Junker Queen']",Mickey
11,"13,339","6,549,116",15h,330,"5,733","3,214","6,424","4,403",841,112,"1,273","1,268",27,227,100,0,2.33,"['Ashe', 'Sigma', 'Reinhardt']",Atrandos
12,"10,347","4,554,514",14h,329,"4,991","4,462","5,103","3,786",720,102,"1,866","3,394",14,227,16,0,2.07,"['Soldier: 76', 'Kiriko', 'Symmetra']",Rec6ta
13,"11,975","5,084,530",14h,329,"5,201","2,056","6,606","4,227","1,034",141,924,"1,120",157,252,85,0,2.30,"['Genji', 'Pharah', 'Reinhardt']",Player
14,"12,652","6,042,162",14h,329,"4,800","4,287","6,262","5,514","1,295",96,759,"1,600","1,116",88,35,0,2.64,"['Hanzo', 'Doomfist', 'Junker Queen']",diabLew
15,"7,881","3,164,418",13h,328,"3,683","8,538","3,197","3,448",401,68,"2,868","7,479",3,55,28,0,2.14,"['Kiriko', 'Ana', 'Mercy']",aw0k3n
16,"8,296","3,425,866",20h,327,"4,961","7,364","2,580","3,749",272,83,"2,549","5,689",44,25,9,0,1.67,"['Kiriko', 'D.Va', 'Ana']",星野愛
17,"12,490","4,448,551",13h,326,"5,449","5,539","6,331","4,464","1,267",105,"2,521","4,375",291,325,46,0,2.29,"['Lúcio', 'Ana', 'Genji']",Tele
18,"13,047","6,118,049",14h,326,"4,391","2,125","6,550","4,590",858,105,740,"1,484",60,307,7,0,2.97,"['Soldier: 76', 'Sigma', 'Cassidy']",Geist
19,"12,339","5,791,977",13h,325,"6,002","1,172","6,528","3,808",962,108,252,457,172,281,1,0,2.06,"['Genji', 'Soldier: 76', 'Cassidy']",wonyoung
20,"12,409","5,208,710",13h,325,"4,990","3,589","5,859","4,306",816,115,"1,166","2,106",76,158,13,0,2.49,"['Sojourn', 'Ashe', 'Sigma']",xLuCy
21,"7,021","2,604,060",13h,324,"4,300","7,196","2,956","2,814",305,71,"2,031","6,068",22,61,8,0,1.63,"['Mercy', 'Kiriko', 'Zarya']",Madiizzz
22,"8,021","2,979,024",14h,324,"5,002","8,141","3,440","3,583",572,40,"3,634","6,866",231,140,6,0,1.60,"['Mercy', 'Ana', 'Ashe']",momo
23,"8,476","2,829,153",12h,324,"4,976","8,956","2,888","2,922",498,21,"4,568","6,803",95,90,5,0,1.70,"['Ana', 'Kiriko', 'Illari']",Noshgosh
