,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
0,"4,147","1,154,492",13h,324,"4,283","12,418","1,153","2,227",135,31,"2,757","12,024",0,8,1,0,0.97,"['Mercy', 'Kiriko', 'Moira']",smoleggo
1,"11,107","4,217,164",12h,327,"4,303","3,300","5,553","4,091",731,131,978,"2,779",37,176,11,0,2.58,"['Genji', 'Soldier: 76', 'Baptiste']",Dimiselord
2,"6,837","2,941,723",20h,324,"4,656","7,460","2,864","3,238",510,45,"1,224","6,594",64,48,22,0,1.47,"['Lifeweaver', 'Junkrat', 'Kiriko']",BREDUUUK
3,"11,349","4,414,882",13h,324,"4,806","3,891","5,959","4,357","1,073",110,"1,483","3,121",14,175,22,0,2.36,"['Ashe', 'Ana', 'Genji']",Jus
4,"11,466","5,867,450",6h 51m,323,"3,127","2,143","4,881","3,724",847,67,114,161,0,5,8,0,3.67,"['Symmetra', 'Torbjörn', 'Reinhardt']",participant
5,"10,956","4,889,065",12h,323,"4,604","3,912","4,569","4,179",609,94,885,819,30,102,6,0,2.38,"['Illari', 'Reaper', 'Bastion']",zoro
6,"7,613","2,795,891",11h 15m,323,"3,423","5,077","3,755","2,718",583,54,"2,026","3,725",141,65,16,0,2.22,"['Mercy', 'Kiriko', 'Ashe']",msjessicaur
7,"6,148","1,719,214",15h,322,"4,659","10,137","2,264","3,015",356,22,"2,784","9,279",0,98,3,0,1.32,"['Kiriko', 'Illari', 'Moira']",InkyK
8,"11,171","4,581,359",18h,322,"4,808","4,520","4,962","5,079",729,105,"1,442","3,416",4,43,25,0,2.32,"['Soldier: 76', 'Ashe', 'Kiriko']",Ribosome
9,"7,342","2,571,810",10h 36m,322,"4,111","8,582","3,373","2,790",554,45,"4,052","7,078",165,119,1,0,1.79,"['Mercy', 'Kiriko', 'Ana']",chicken
10,"6,870","2,740,625",12h,321,"3,779","8,414","2,806","2,922",446,45,"3,722","6,528",83,150,15,0,1.82,"['Mercy', 'Ana', 'Bastion']",Mirnina
11,"12,611","5,936,762",10h 43m,321,"5,099","2,064","6,512","4,429","1,064",118,219,"1,457",348,102,10,0,2.47,"['Soldier: 76', 'Hanzo', 'Reinhardt']",Oen
12,"11,372","4,169,642",10h 00m,321,"3,982","5,583","5,106","3,845",964,80,"2,161","3,939",8,82,27,0,2.86,"['Sombra', 'Ana', 'Junker Queen']",EasyIce
13,"10,277","4,084,382",13h,320,"4,624","5,997","4,770","4,668",982,91,"1,511","4,692",352,90,18,0,2.22,"['Moira', 'Widowmaker', 'Mercy']",Marionette
14,"11,675","5,761,112",20h,319,"5,149","2,682","5,293","4,483",576,143,"1,182",669,22,277,50,0,2.27,"['Orisa', 'Sigma', 'D.Va']",転生したら
15,"10,121","4,018,211",18h,317,"4,444","4,226","4,394","4,417",458,62,"1,461","2,944",23,310,32,0,2.28,"['Doomfist', 'Winston', 'Sigma']",RoboGhost
16,"2,492","694,139",10h 43m,317,"4,503","13,154",639,"1,107",76,7,"3,363","12,444",0,13,4,0,0.55,"['Mercy', 'Kiriko', 'Ana']",charin
17,"11,122","5,072,246",13h,316,"4,141","4,353","5,388","4,287",773,118,"1,610","3,363",111,106,19,0,2.69,"['Kiriko', 'Soldier: 76', 'Baptiste']",Josh
18,"12,141","5,480,883",14h,316,"4,403","2,986","5,462","4,520",608,71,"2,501",38,129,165,4,0,2.76,"['Mei', 'Ashe', 'Tracer']",Kosi
19,"13,048","5,890,815",15h,314,"6,193","2,665","6,226","4,429",756,128,680,"1,161",101,385,46,0,2.11,"['Genji', 'Reinhardt', 'Junker Queen']",Chi
20,"10,495","4,664,788",10h 39m,312,"4,551","3,900","4,809","3,683",618,64,"1,556","2,125",165,104,9,0,2.31,"['Sombra', 'Bastion', 'Baptiste']",LuckyOWL
21,"10,194","4,039,816",12h,312,"3,736","8,223","3,284","3,691",427,78,"1,609","7,749",0,54,5,0,2.73,"['Moira', 'Sombra', 'Kiriko']",Vectruss
22,"11,874","6,138,944",13h,312,"4,336","2,434","5,421","3,742",516,82,908,789,7,369,15,0,2.74,"['Sojourn', 'Sigma', 'Winston']",tony
23,"11,637","5,192,994",15h,312,"4,292","3,328","5,673","4,896",727,108,"1,518","1,389",430,86,14,0,2.71,"['Mei', 'Soldier: 76', 'Hanzo']",ĔŊĐĔŶŜǺŶ
24,"12,512","5,556,290",10h 55m,311,"4,997","2,096","6,677","3,686",811,94,440,489,557,354,23,0,2.50,"['Sojourn', 'Genji', 'Hanzo']",BT160611
25,"10,890","4,747,033",12h,311,"5,064","5,414","4,834","4,721",643,68,599,"5,676",20,2,11,0,2.15,"['Baptiste', 'Bastion', 'Soldier: 76']",HUNT3R
26,"13,035","5,529,438",12h,311,"5,803",860,"8,271","4,904","1,732",126,702,60,2,29,4,0,2.25,"['Cassidy', 'Junkrat', 'Sojourn']",tako
27,"12,598","5,735,940",15h,310,"4,172","3,831","5,542","3,830","1,099",60,113,73,3,632,237,0,3.02,"['Wrecking Ball', 'Ana', 'Ramattra']",Nubbz
28,"9,840","4,420,727",14h,310,"3,972","3,442","4,656","3,444",595,97,"1,268","2,398",30,219,33,0,2.48,"['Zarya', 'Sigma', 'Pharah']",HZKmamekun
29,"13,310","6,134,429",9h 56m,310,"4,971","3,328","6,880","4,911",971,93,761,"1,762",293,96,2,0,2.68,"['Sojourn', 'Soldier: 76', 'Ashe']",VM1R
